BAS.INSTNAME,Country,BAS.WEBSITE
Πανεπιστήμιο Αιγαίου,Greece,http://www.aegean.gr/
Ανώτατη Σχολή Παιδαγωγικής και Τεχνολογικής Εκπαίδευσης,Greece,http://www.aspete.gr/
Τεχνολογικό Εκπαιδευτικό Ίδρυμα Ιονίων Νήσων,Greece,http://www.teiion.gr/
Τεχνολογικό Εκπαιδευτικό Ίδρυμα Ηπείρου,Greece,http://www.teiep.gr/
Τεχνολογικό Εκπαιδευτικό Ίδρυμα Λαμίας,Greece,http://www.teilam.gr/
Τεχνολογικό Εκπαιδευτικό Ίδρυμα Μεσολογγίου,Greece,http://www.teimes.gr/wwwgr/
Τεχνολογικό Εκπαιδευτικό Ίδρυμα Κεντρικής Μακεδονίας,Greece,http://www.teiser.gr/
Τεχνολογικό Εκπαιδευτικό Ίδρυμα Χαλκίδας,Greece,http://www.teihal.gr/
Τεχνολογικό Εκπαιδευτικό Ίδρυμα Δυτικής Μακεδονίας,Greece,http://www.teiwm.gr/index.php?lang=el
Τεχνολογικό Εκπαιδευτικό Ίδρυμα Πελοποννήσου,Greece,http://www.teikal.gr/
Ανώτατο Τεχνολογικό Εκπαιδευτικό Ίδρυμα Ανατολικής Μακεδονίας και Θράκης,Greece,http://www.teikav.edu.gr/teikav/
Τεχνολογικό Εκπαιδευτικό Ίδρυμα Κρήτης,Greece,http://www.teicrete.gr/tei/el/index.php
Τεχνολογικό Εκπαιδευτικό Ίδρυμα Θεσσαλίας,Greece,http://www.teilar.gr/
Τεχνολογικό Εκπαιδευτικό Ίδρυμα Πάτρας,Greece,http://www.teipat.gr/
Ανώτατο Εκπαιδευτικό Ίδρυμα Πειραιά Τεχνολογικού Τομέα,Greece,http://www.teipir.gr/index.php/el/
Αλεξάνδρειο Τεχνολογικό Εκπαιδευτικό Ίδρυμα Θεσσαλονίκης,Greece,http://www.teithe.gr/
Τεχνολογικό Εκπαιδευτικό Ίδρυμα Αθήνας,Greece,http://www.teiath.gr/
Ακαδημίες Εμπορικού Ναυτικού Μακεδονίας,Greece,http://sites.google.com/site/aenmak/
Ακαδημίες Εμπορικού Ναυτικού ΣΥΡΟΥ,Greece,http://aensyrou.edu.gr/
Ακαδημίες Εμπορικού Ναυτικού Κρήτης,Greece,http://aen-kritis.chan.sch.gr/
Ακαδημίες Εμπορικού Ναυτικού Χίου,Greece,http://aenmchiou.webnode.gr/
Ανωτατη Εκκλησιαστικη Ακαδημια Αθηνων,Greece,http://www.aeaa.gr/
Ανωτατη Εκκλησιαστικη Ακαδημια Θεσσαλονικης,Greece,http://erasmus.aeath.gr/index.php/en/
ΠΑΤΡΙΑΡΧΙΚΗ ΑΝΩΤΑΤΗ ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΑΚΑΔΗΜΙΑ ΚΡΗΤΗΣ,Greece,http://www.aeahk.gr/
Στρατιωτικες Σχολες Ευελπίδων,Greece,https://sse.army.gr/en
Αστυνομικη Ακαδημια,Greece,http://www.astynomia.gr/index.php?option=ozo_content&perform=view&id=61
ΤΕΙ Στερεάς Ελλάδας,Greece,http://www.teiste.gr
Τεχνολογικο Εκπαιδευτικο Ιδρυμα Δυτικης Ελλαδας,Greece,http://www.teiwest.gr
Πανεπιστημιο Δυτικης Αττικης,Greece,http://www.uniwa.gr/
Ελληνικό Μεσογειακό Πανεπιστήμιο,Greece,http://www.hmu.gr
Sveučilište u Dubrovniku,Croatia,http://www.unidu.hr
Sveučilište Jurja Dobrile u Puli,Croatia,http://www.unipu.hr
Sveučilište Josipa Jurja Strossmayera u Osijeku,Croatia,http://www.unios.hr
Sveučilište u Rijeci,Croatia,http://www.uniri.hr
Sveučilište u Splitu,Croatia,http://www.unist.hr
Sveučilište u Zadru,Croatia,http://www.unizd.hr
Sveučilište u Zagrebu,Croatia,http://www.unizg.hr
Međimursko veleučilište u Čakovcu,Croatia,http://www.mev.hr
Tehnicko veleučilište u Zagrebu,Croatia,http://www.tvz.hr
Veleučilište u Karlovcu,Croatia,http://www.vuka.hr
"Veleucilište ""Lavoslav Ružička"" u Vukovaru",Croatia,http://www.vevu.hr
"Veleučilište ""Marko Marulić"" u Kninu",Croatia,http://www.veleknin.hr
"Veleučilište ""Nikola Tesla"" u Gospiću",Croatia,http://www.velegs-nikolatesla.hr
Veleučilište u Požegi,Croatia,http://www.vup.hr
Veleučilište u Rijeci,Croatia,http://www.veleri.hr
Veleučilište u Šibeniku,Croatia,http://www.vus.hr
Veleučilište u Slavonskom Brodu,Croatia,http://www.vusb.hr
Veleučilište u Varaždinu,Croatia,http://www.velv.hr
Zdravstveno veleučilište,Croatia,http://www.zvu.hr
Veleučilište Velika Gorica,Croatia,http://www.vvg.hr
Sveučilište Vern,Croatia,http://www.vern.hr
"Veleučilište kriminalistike i javne sigurnost, Zagreb",Croatia,https://policijska-akademija.gov.hr
Veleučilište u Križevcima,Croatia,http://www.vguk.hr
Veleučilište u Virovitici,Croatia,http://www.vsmti.hr
RIT Croatia,Croatia,http://www.croatia.rit.edu/
"Visoka poslovna škola ""Libertas"", Zagreb",Croatia,http://www.vps-libertas.hr
"VSITE – Veleučilište suvremenih informacijskih tehnologija, Zagreba",Croatia,http://www.vsite.hr
Veleučilište s pravom javnosti BALTAZAR ZAPREŠIĆ,Croatia,https://www.bak.hr/en
"Visoka škola za sigurnost, Zagreb",Croatia,http://www.vss.hr
Veleučilište u Bjelovaru,Croatia,https://vub.hr/en/
"Visoka politehnička škola, Zagreb",Croatia,http://www.politehnika.hr
"Zagrebacka škola ekonomije i managementa, Zagreb",Croatia,http://www.zsem.hr
Istarsko veleučilište,Croatia,http://www.politehnika-pula.hr
Poslovno veleučilište Zagreb,Croatia,https://www.pvzg.hr
Visoko učilište Algebra,Croatia,http://www.algebra.hr
Veleučilište EFFECTUS,Croatia,https://effectus.com.hr/
"Sveučilište Sjever, Koprivnica",Croatia,http://www.unin.hr
Veleučilište Edwards Bernays,Croatia,http://www.bernays.hr
"Hrvatsko katoličko sveučilište, Zagreb",Croatia,http://www.unicath.hr/
Libertas Međunarodno Sveučilište,Croatia,http://www.libertas.hr/?lang=en
Sveučilište u Slavonskom Brodu,Croatia,https://www.unisb.hr/english/
Visoka poslovna škola PAR,Croatia,https://par.hr/en/par/
Veleučilište Hrvatsko zagorje u Krapini,Croatia,http://www.vhzk.hr/
"Veleučilište Aspira, Split",Croatia,https://www.aspira.hr/en/
RRiF Visoka škola za financijski menadžment,Croatia,https://rvs.hr/en/home/
Europska poslovna škola Zagreb,Croatia,http://ebus.hr
Budapesti Corvinus Egyetem (CORVINUS),Hungary,http://www.uni-corvinus.hu
Budapesti Műszaki és Gazdaságtudományi Egyetem (BME),Hungary,http://www.bme.hu
Debreceni Egyetem (DE),Hungary,http://www.unideb.hu
Eötvös Loránd Tudományegyetem (ELTE),Hungary,http://www.elte.hu
Kaposvári Egyetem (KE),Hungary,http://www.ke.hu
Liszt Ferenc Zeneművészeti Egyetem (LFZE),Hungary,http://www.lfze.hu
Magyar Képzőművészeti Egyetem (MKE),Hungary,http://www.mke.hu
Miskolci Egyetem (ME),Hungary,http://www.uni-miskolc.hu
Moholy-Nagy Művészeti Egyetem (MOME),Hungary,http://www.mome.hu
Soproni Egyetem,Hungary,http://www.uniwest.hu/
Pannon Egyetem (PE),Hungary,http://www.uni-pannon.hu
Pécsi Tudományegyetem (PTE),Hungary,http://www.pte.hu
Semmelweis Egyetem (SE),Hungary,http://www.semmelweis.hu
Széchenyi István Egyetem (SZE),Hungary,http://uni.sze.hu
Szegedi Tudományegyetem (SZTE),Hungary,http://www.u-szeged.hu
Magyar Agrár- és Élettudományi Egyetem,Hungary,http://www.uni-mate.hu
Színház- és Filmművészeti Egyetem (SZFE),Hungary,http://www.szfe.hu
Andrássy Gyula Budapesti Német Nyelvű Egyetem,Hungary,http://www.andrassyuni.eu/
Debreceni Református Hittudományi Egyetem (DRHE),Hungary,http://www.drhe.hu
Károli Gáspár Református Egyetem (KRE),Hungary,http://www.kre.hu
Közép-európai Egyetem (KEE),Hungary,http://www.ceu.hu
Pázmány Péter Katolikus Egyetem (PPKE),Hungary,http://www.ppke.hu
Budapesti Gazdasági Egyetem (BGE),Hungary,http://www.uni-bge.hu
Óbudai Egyetem (OE),Hungary,http://www.uni-obuda.hu
Dunaújvárosi Egyetem (DE),Hungary,http://www.uniduna.hu
Eötvös József Főiskola (EJF),Hungary,http://www.ejf.hu
Eszterházy Károly Katolikus Egyetem (EKKE),Hungary,http://www.uni-eszterhazy.hu
Kecskeméti Főiskola (KF),Hungary,http://www.uni-neumann.hu
Magyar Táncművészeti Főiskola (MTF),Hungary,http://mte.eu
Nyíregyházi Egyetem (NYE),Hungary,http://www.nye.hu
A Tan Kapuja Buddhista Főiskola (TKBF),Hungary,http://www.tkbf.hu
Általános Vállalkozási Főiskola (AVF),Hungary,http://www.ibs-b.hu
Apor Vilmos Katolikus Főiskola (AVKF),Hungary,http://www.avkf.hu
Baptista Teológiai Akadémia (BTA),Hungary,http://www.bta.hu
Budapesti Metropolitan Egyetem (METU),Hungary,http://www.metropolitan.hu
Gábor Dénes Egyetem (GDE),Hungary,http://www.gdf.hu
Gál Ferenc Egyetem,Hungary,https://gfe.hu
Kodolányi János Egyetem,Hungary,http://www.kodolanyi.hu
Pető András Főiskola (PAF),Hungary,http://semmelweis.hu/pak
Pécsi Püspöki Hittudományi Főiskola,Hungary,http://www.pphf.hu/
Sapientia Szerzetesi Hittudományi Főiskola (SSZHF),Hungary,http://www.sapientia.hu
Sárospataki Református Teológiai Akadémia (SRTA),Hungary,http://www.srta.hu
Sola Scriptura Lelkészképző és Teológiai Főiskola (SSTF),Hungary,http://www.sola.hu
Szent Atanáz Görögkatolikus Hittudományi Főiskola,Hungary,http://szentatanaz.hu/
Szent Pál Akadémia (SZPA),Hungary,http://www.szpa.hu
Tomori Pál Főiskola (TPFK),Hungary,http://www.tpfk.hu
Veszprémi Érseki Hittudományi Főiskola (VHF),Hungary,http://www.vhf.hu
Wekerle Sándor Üzleti Főiskola (WSUF),Hungary,http://www.wbsc-h.eu
Wesley János Lelkészképző Főiskola (WJLF),Hungary,http://www.wesley.hu
Milton Friedman Egyetem,Hungary,https://uni-milton.hu/
Nemzeti Közszolgálati Egyetem (NKE),Hungary,http://uni-nke.hu
Edutus Egyetem,Hungary,http://www.edutus.hu
Neumann János Egyetem (NJE),Hungary,http://www.uni-pae.hu/en_GB/pallasz-athene-university
Állatorvostudományi Egyetem,Hungary,http://www.univet.hu
Magyar Testnevelési és Sporttudományi Egyetem,Hungary,https://tf.hu/
University College Dublin,Ireland,http://www.ucd.ie
University College Cork,Ireland,http://www.ucc.ie
University of Galway,Ireland,http://www.nuigalway.ie
Trinity College Dublin,Ireland,http://www.tcd.ie
Maynooth University,Ireland,https://www.maynoothuniversity.ie/
Dublin City University,Ireland,http://www.dcu.ie
University of Limerick,Ireland,http://www.ul.ie
Athlone Institute of Technology,Ireland,http://www.ait.ie
Cork Institute of Technology,Ireland,http://www.cit.it
Dublin Institute of Technology,Ireland,http://www.dit.ie
"Dún Laoghaire Institute of Art, Design and Technology",Ireland,http://www.iadt.ie
Dundalk Institute of Technology,Ireland,http://www.dkit.ie
Galway-Mayo Institute of Technology,Ireland,http://www.gmit.ie
"Institute of Technology, Blanchardstown",Ireland,http://www.itb.ie
"Institute of Technology, Carlow",Ireland,http://www.itcarlow.ie
"Institute of Technology, Sligo",Ireland,http://www.itsligo.ie
"Institute of Technology, Tallaght",Ireland,http://www.it-tallaght.ie/
"Institute of Technology, Tralee",Ireland,http://www.ittralee.ie
Letterkenny Institute of Technology,Ireland,http://www.lyit.ie
Limerick Institute of Technology,Ireland,http://www.lit.ie
Waterford Institute of Technology,Ireland,http://www.wit.ie
"Mary Immaculate College of Education, Limerick",Ireland,http://www.mic.ul.ie
Mater Dei Institute of Education,Ireland,http://www.materdei.ie
"National College of Art & Design, Dublin",Ireland,http://www.ncad.ie
RCSI University of Medicine and Health Sciences,Ireland,http://www.rcsi.ie
"St. Angela's College, Sligo",Ireland,http://www.stangelas.nuigalway.ie
"St. Patrick's College, Drumcondra",Ireland,http://www.spd.dcu.ie
Technological University Dublin,Ireland,https://tudublin.ie/
Munster Technological University,Ireland,https://www.mtu.ie/
Technological University of the Shannon: Midlands Midwest,Ireland,https://tus.ie/
Atlantic Technological University,Ireland,https://www.atu.ie/
South East Technological University,Ireland,https://www.setu.ie/
Landbúnaðarháskóli íslands,Iceland,http://www.lbhi.is/study_aui
Háskólinn á Bifröst,Iceland,http://www.bifrost.is
Háskólinn á Hólum,Iceland,http://www.holar.is/en/english
Listaháskóli Íslands,Iceland,https://www.lhi.is
Háskólinn í Reykjavík,Iceland,http://en.ru.is/
Háskólinn á Akureyri,Iceland,http://english.unak.is/
Háskóli Íslands,Iceland,http://www.hi.is
Università Politecnica delle MARCHE,Italy,http://www.univpm.it
Università della VALLE D'AOSTA,Italy,http://www.univda.it
Università della CALABRIA,Italy,http://www.unical.it
Politecnico di BARI,Italy,http://www.poliba.it
Università degli Studi di BARI ALDO MORO,Italy,http://www.uniba.it
Università degli Studi del SANNIO di BENEVENTO,Italy,http://www.unisannio.it
"Università Telematica ""GIUSTINO FORTUNATO""",Italy,http://www.unifortunato.eu
Università degli Studi di BERGAMO,Italy,http://www.unibg.it
Università degli Studi di BOLOGNA,Italy,http://www.unibo.it/
Libera Università di BOLZANO,Italy,http://www.unibz.it
Università degli Studi di SCIENZE GASTRONOMICHE,Italy,http://www.unisg.it
Università degli Studi di BRESCIA,Italy,http://www.unibs.it
Università degli Studi di CAGLIARI,Italy,http://www.unica.it
Università degli Studi di CAMERINO,Italy,http://www.unicam.it
Università degli Studi del MOLISE,Italy,http://www.unimol.it
"Libera Università Mediterranea LUM ""Giuseppe Degennaro""",Italy,http://www.lum.it
Universita degli studi di Cassino e del Lazio Meridionale,Italy,http://www.unicas.it
"Università ""Carlo Cattaneo"" - LIUC",Italy,http://www.liuc.it
Università degli Studi di CATANIA,Italy,http://www.unict.it
"Università degli Studi ""Magna Graecia"" di CATANZARO",Italy,http://www.unicz.it/
"Università degli Studi ""G. d'Annunzio"" CHIETI-PESCARA",Italy,http://www.unich.it
UKE - Università Kore di ENNA,Italy,http://www.unikore.it
Università degli Studi di FERRARA,Italy,http://www.unife.it
SUM - Istituto Italiano di SCIENZE UMANE di FIRENZE,Italy,http://www.sumitalia.it
Università degli Studi di FIRENZE,Italy,http://www.unifi.it
"Università Telematica ""ITALIAN UNIVERSITY LINE"" - IUL",Italy,http://www.iuline.it
Università degli Studi di FOGGIA,Italy,http://www.unifg.it
Università degli Studi di GENOVA,Italy,http://www.unige.it
Università degli Studi de L'AQUILA,Italy,http://www.univaq.it
Università del SALENTO,Italy,http://www.unile.it
Scuola IMT Alti Studi di Lucca,Italy,http://www.imtlucca.it
Università degli Studi di MACERATA,Italy,http://www.unimc.it
Università degli Studi di MESSINA,Italy,http://www.unime.it
Libera Università di lingue e comunicazione IULM-MI,Italy,http://www.iulm.it
Politecnico di MILANO,Italy,http://www.polimi.it
Università Cattolica del Sacro Cuore,Italy,http://www.unicatt.it
"Università Commerciale ""Luigi Bocconi"" MILANO",Italy,http://www.unibocconi.it
Università degli Studi di MILANO,Italy,http://www.unimi.it
"Libera Università ""Vita Salute S.Raffaele"" MILANO",Italy,http://www.unisr.it
Università degli Studi di MILANO-BICOCCA,Italy,http://www.unimib.it
Università Telematica San Raffaele Roma,Italy,https://www.uniroma5.it/english
Università degli Studi di MODENA e REGGIO EMILIA,Italy,https://www.unimore.it
Università degli Studi Suor Orsola Benincasa - NAPOLI,Italy,http://www.unisob.na.it
Università degli Studi della Campania Luigi Vanvitelli,Italy,http://www.unina2.it
"Università degli Studi di NAPOLI ""Federico II""",Italy,http://www.unina.it
"Università degli Studi di NAPOLI ""L'Orientale""",Italy,http://www.unior.it/
"Università degli Studi di NAPOLI ""Parthenope""",Italy,http://www.uniparthenope.it
Università Telematica PEGASO,Italy,http://www.unipegaso.it
"Università Telematica ""E-CAMPUS""",Italy,http://www.uniecampus.it
Università degli Studi di PADOVA,Italy,http://www.unipd.it
Università degli Studi di PALERMO,Italy,http://www.unipa.it/
Università degli Studi di PARMA,Italy,http://www.unipr.it
I.U.S.S. - Istituto Universitario di Studi Superiori - PAVIA,Italy,http://www.iusspavia.it/
Università degli Studi di PAVIA,Italy,http://www.unipv.it
Università degli Studi di PERUGIA,Italy,http://www.unipg.it
Università per Stranieri di PERUGIA,Italy,http://www.unistrapg.it/
Scuola Normale Superiore di PISA,Italy,http://www.sns.it
Scuola Superiore di Studi Universitari e Perfezionamento Sant'Anna,Italy,http://www.santannapisa.it/it
Università di PISA,Italy,http://www.unipi.it
Università degli Studi della BASILICATA,Italy,http://www.unibas.it
"Università degli Studi ""Mediterranea"" di REGGIO CALABRIA",Italy,http://www.unirc.it
"Università per Stranieri ""Dante Alighieri"" di REGGIO CALABRIA",Italy,http://www.unistrada.it
Università degli Studi ROMA TRE,Italy,http://www.uniroma3.it
Università degli Studi Internazionali di ROMA (UNINT),Italy,http://www.unint.eu/it/
LUISS - Libera Università internazionale degli studi sociali Guido Carli di Roma,Italy,http://www.luiss.it
Libera Università Maria SS.Assunta - (LUMSA) di Roma,Italy,http://www.lumsa.it
"Università ""Campus Bio-Medico"" di ROMA",Italy,http://www.unicampus.it
"Università degli Studi di ROMA ""La Sapienza""",Italy,http://www.uniroma1.it
"Università degli Studi di ROMA ""Foro Italico""",Italy,http://www.uniroma4.it
"Università degli Studi di ROMA ""Tor Vergata""",Italy,http://www.uniroma2.it
Università degli Studi EUROPEA di ROMA,Italy,https://www.universitaeuropeadiroma.it/
Università Telematica GUGLIELMO MARCONI,Italy,http://www.unimarconi.it
Università Telematica UNITELMA SAPIENZA,Italy,http://www.unitelmasapienza.it/it
UNICUSANO Università degli Studi Niccolò Cusano -Telematica Roma,Italy,http://www.unicusano.it
Università Telematica Internazionale UNINETTUNO,Italy,http://www.uninettunouniversity.net
"Università Telematica ""Universitas MERCATORUM""",Italy,http://www.unimercatorum.it
Università degli Studi di SALERNO,Italy,http://www.unisa.it
Università degli Studi di SASSARI,Italy,http://www.uniss.it
Università degli Studi di SIENA,Italy,http://www.unisi.it
Università per Stranieri di SIENA,Italy,http://www.unistrasi.it
Università degli Studi di TERAMO,Italy,http://www.unite.it
Politecnico di TORINO,Italy,http://www.polito.it
Università degli Studi di TORINO,Italy,http://www.unito.it
"Università Telematica ""LEONARDO da VINCI""",Italy,http://www.unidav.it
Università degli Studi di TRENTO,Italy,http://www.unitn.it
Scuola Internazionale Superiore di Studi Avanzati di TRIESTE,Italy,http://www.sissa.it
Università degli Studi di TRIESTE,Italy,http://www.units.it
Università degli Studi di UDINE,Italy,http://www.uniud.it
"Università degli Studi di URBINO ""Carlo BO""",Italy,http://www.uniurb.it
Università degli Studi INSUBRIA Varese-Como,Italy,http://www.uninsubria.it
"Università ""Cà Foscari"" VENEZIA",Italy,http://www.unive.it
Università IUAV di VENEZIA,Italy,http://www.iuav.it
"Università degli Studi del PIEMONTE ORIENTALE ""Amedeo Avogadro""-Vercelli",Italy,https://www.uniupo.it/it
Università degli Studi di VERONA,Italy,http://www.univr.it
Università degli Studi della TUSCIA,Italy,http://www.unitus.it
Accademia delle Belle Arti di Bari,Italy,http://www.accademiabelleartiba.it
Accademia delle Belle Arti di Bologna,Italy,http://www.ababo.it
Accademia delle Belle Arti di Carrara,Italy,http://www.accademiacarrara.it
Accademia delle Belle Arti di Catania,Italy,https://www.abacatania.it/
Accademia delle Belle Arti di Catanzaro,Italy,http://www.abacatanzaro.it
Accademia delle Belle Arti di Firenze,Italy,http://www.accademia.firenze.it
Accademia delle Belle Arti di Foggia,Italy,http://www.abafg.it
Accademia delle Belle Arti di Frosinone,Italy,http://www.accademiabellearti.fr.it
Accademia delle Belle Arti dell'Aquila,Italy,https://www.abaq.it/
Accademia delle Belle Arti di Lecce,Italy,http://www.accademiabelleartilecce.com
Accademia delle Belle Arti di Macerata,Italy,http://www.abamc.it
"Accademia delle Belle Arti di Milano ""Brera""",Italy,http://www.accademiadibrera.milano.it
Accademia delle Belle Arti di Napoli,Italy,http://www.abana.it/it/
Accademia delle Belle Arti di Palermo,Italy,http://www.accademiadipalermo.it
Accademia delle Belle Arti di Reggio Calabria,Italy,http://www.accademiabelleartirc.it
Accademia delle Belle Arti di Roma,Italy,https://abaroma.it/
"Accademia delle Belle Arti ""Mario Sironi"" - Sassari",Italy,http://www.accademiasironi.it/
"Accademia delle Belle Arti di Torino ""Albertina""",Italy,https://www.albertina.academy/
Accademia delle Belle Arti di Urbino,Italy,http://www.accademiadiurbino.it
Accademia delle Belle Arti di Venezia,Italy,http://www.accademiavenezia.it
"Accademia delle Belle Arti legalmente riconosciuta di BERGAMO ""Carrara""",Italy,http://www.accademiabellearti.bg.it
"Accademia delle Belle Arti legalmente riconosciuta di BRESCIA ""Santagiulia""",Italy,http://www.accademiasantagiulia.it/
"Accademia delle Belle Arti legalmente riconosciuta di BRESCIA ""LABA"" - libera accademia di belle arti",Italy,http://www.laba.edu
"Accademia delle Belle Arti legalmente riconosciuta di COMO ""Aldo Galli""",Italy,http://www.accademiagalli.com
Accademia delle Belle Arti legalmente riconosciuta di CUNEO,Italy,http://www.accademiabellearticuneo.it
"Accademia delle Belle Arti di GENOVA ""Accademia Ligustica""",Italy,http://www.accademialigustica.it
"Accademia delle Belle Arti legalmente riconosciuta di MILANO ""NABA"" - nuova accademia di belle arti",Italy,http://www.naba.it
"Accademia delle Belle Arti legalmente riconosciuta di MILANO ""ACME""",Italy,http://www.acmemilano.it
"Accademia delle Belle Arti legalmente riconosciuta di NOVARA ""ACME""",Italy,http://www.acmenovara.it
"Accademia delle Belle Arti di PERUGIA ""Pietro Vannucci""",Italy,http://www.abaperugia.org
Accademia delle Belle Arti di RAVENNA,Italy,http://www.accademiabellearti.ra.it/
"Accademia delle Belle Arti legalmente riconosciuta di ROMA ""Rome University of Fine Arts""",Italy,http://www.unirufa.it
"Accademia delle Belle Arti legalmente riconosciuta di S.AGATA LI BATTIATI (CT) ""Abadir"" accademia di belle arti e restauro",Italy,http://www.abadir.net
"Accademia delle Belle Arti legalmente riconosciuta di S.MARTINO DELLE SCALE (PA) ""Abadir""",Italy,http://www.abbaziadisanmartino.it/Accademia/
"Accademia delle Belle Arti legalmente riconosciuta di SANREMO (IM) ""Istituto I. Duncan""",Italy,http://www.accademiabelleartisanremo.it/
"Accademia delle Belle Arti legalmente riconosciuta di SIRACUSA ""Rosario Gagliardi""",Italy,http://www.madeprogram.it/
"Accademia delle Belle Arti legalmente riconosciuta di STEFANACONI - VIBO VALENTIA ""Fidia""",Italy,http://www.accademiafidia.it
"Accademia delle Belle Arti legalmente riconosciuta di TRAPANI ""Kandinskij""",Italy,https://www.accademiadibelleartikandinskij.it/en/
"Accademia delle Belle Arti di VERONA ""Cignaroli""",Italy,http://www.accademiacignaroli.it
"Accademia delle Belle Arti legalmente riconosciuta di VITERBO ""Lorenzo da Viterbo""",Italy,http://www.abav.it
"Accademia Nazionale di Arte Drammatica di ROMA ""Silvio d'Amico""",Italy,https://www.accademiasilviodamico.it/
Accademia nazionale di danza di ROMA,Italy,http://www.accademianazionaledanza.it
"Conservatorio di ADRIA (RO) ""Antonio Buzzolla""",Italy,http://www.conservatorioadria.it
"Conservatorio di ALESSANDRIA ""Antonio Vivaldi""",Italy,http://www.conservatoriovivaldi.it
"Conservatorio di AVELLINO ""Domenico Cimarosa""",Italy,http://www.conservatoriocimarosa.org
"Conservatorio di BARI ""Niccolò Piccinni""",Italy,http://www.conservatoriopiccinni.it
"Conservatorio di BENEVENTO ""Nicola Sala""",Italy,http://www.conservatorio.bn.it/
"Conservatorio di BOLOGNA ""Giovan B. Martini""",Italy,http://www.consbo.it/home
"Conservatorio di BOLZANO ""Claudio Monteverdi""",Italy,https://cons.bz.it/en/
"Conservatorio di BRESCIA ""Luca Marenzio""",Italy,https://www.consbs.it/
"Conservatorio di CAGLIARI ""Pierluigi da Palestrina""",Italy,http://www.conservatoriocagliari.it/
"Conservatorio di CAMPOBASSO ""Lorenzo Perosi""",Italy,http://www.conservatorioperosi.it
"Conservatorio di CASTELFRANCO VENETO (TV) ""Agostino Steffani""",Italy,https://www.conscfv.it/
"Conservatorio di CESENA (FC) ""Bruno Maderna""",Italy,https://www.conservatoriomaderna.it/
"Conservatorio di COMO ""Giuseppe Verdi""",Italy,http://www.conservatoriocomo.it/
"Conservatorio di COSENZA ""Stanislao Giacomantonio""",Italy,https://www.conservatoriocosenza.it/
"Conservatorio di CUNEO ""G.F. Ghedini""",Italy,http://www.conservatoriocuneo.it/
"Conservatorio di FERMO ""Giovambattista Pergolesi""",Italy,http://www.conservatorio.net
"Conservatorio di FERRARA ""Girolamo Frescobaldi""",Italy,https://www.conservatorioferrara.it/
"Conservatorio di FIRENZE ""Luigi Cherubini""",Italy,http://www.conservatorio.firenze.it
"Conservatorio di FOGGIA ""Umberto Giordano""",Italy,http://www.conservatoriofoggia.it
"Conservatorio di FROSINONE ""Licinio Refice""",Italy,http://www.conservatorio-frosinone.it/
"Conservatorio di GENOVA ""Nicolò Paganini""",Italy,http://www.conservatoriopaganini.org/
"Conservatorio di LA SPEZIA ""Giacomo Puccini""",Italy,http://www.conssp.it/
"Conservatorio di L'AQUILA ""Alfredo Casella""",Italy,https://www.consaq.it/
"Conservatorio di LATINA ""Ottorino Respighi""",Italy,http://www.conslatina.it/
"Conservatorio di LECCE ""Tito Schipa""",Italy,http://www.conservatoriolecce.it
"Conservatorio di MANTOVA ""Lucio Campiani""",Italy,http://www.conservatoriomantova.com
"Conservatorio di MATERA ""Egidio R. Duni""",Italy,http://www.conservatoriomatera.it
"Conservatorio di MESSINA ""Arcangelo Corelli""",Italy,http://www.consme.it
"Conservatorio di MILANO ""Giuseppe Verdi""",Italy,http://www.consmilano.it/
"Conservatorio di MONOPOLI (BA) ""Nino Rota""",Italy,http://www.conservatoriodimonopoli.org
"Conservatorio di NAPOLI ""S. Pietro a Majella""",Italy,http://www.sanpietroamajella.it/
"Conservatorio di NOVARA ""Guido Cantelli""",Italy,http://consno.it/
"Conservatorio di PADOVA ""Cesare Pollini""",Italy,http://www.conservatoriopollini.it
"Conservatorio di PALERMO ""Vincenzo Bellini""",Italy,http://www.conservatoriobellini.it/
"Conservatorio di PARMA ""Arrigo Boito""",Italy,http://www.conservatorio.pr.it/
"Conservatorio di PERUGIA ""Francesco Morlacchi""",Italy,http://www.conservatorioperugia.it
"Conservatorio di PESARO ""Gioacchino Rossini""",Italy,http://www.conservatoriorossini.it/
"Conservatorio di PESCARA ""Luisa d’Annunzio""",Italy,https://www.conservatoriopescara.it
"Conservatorio di PIACENZA ""Giuseppe Nicolini""",Italy,https://www.conservatorionicolini.com/
"Conservatorio di POTENZA ""Gesualdo da Venosa""",Italy,http://www.conservatoriopotenza.it
"Conservatorio di REGGIO CALABRIA ""Francesco Cilea""",Italy,https://www.conservatoriocilea.it/
"Conservatorio di ROMA ""Santa Cecilia""",Italy,http://www.conservatoriosantacecilia.it
"Conservatorio di ROVIGO ""Francesco Venezze""",Italy,http://www.conservatoriorovigo.it/
"Conservatorio di SALERNO ""G. Martucci""",Italy,https://www.consalerno.it/
"Conservatorio di SASSARI ""Luigi Canepa""",Italy,http://www.conservatorio.sassari.it
"Conservatorio di TORINO ""Giuseppe Verdi""",Italy,http://www.conservatoriotorino.eu/
"Conservatorio di TRAPANI ""Antonio Scontrino""",Italy,http://www.constp.it/
"Conservatorio di TRENTO ""Francesco A. Bonporti""",Italy,http://www.conservatorio.tn.it
"Conservatorio di TRIESTE ""Giuseppe Tartini""",Italy,http://www.conservatorio.trieste.it
